seq_page_links;heading;content;house
http://parlament.ba/olaw/OLawDetails?lawId=58217;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=58217;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=58217;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=58138;Naziv dokumenta;Prijedlog zakona o Javnom radiotelevizijskom sistemu Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=58138;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=58138;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-1692/17, od 12.7.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=58138;Predlagač u DNPSBiH;Martin Raguž, Ljilja Zovko, Zdenka Džambas, Bariša Čolak, Mario Karamatić;PS
http://parlament.ba/olaw/OLawDetails?lawId=58138;Status u DNPSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=58138;Red. br. i datum sjednice - tačka dnevnog reda;;PS
http://parlament.ba/olaw/OLawDetails?lawId=58138;Konačni status u PSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=58138;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=58138;Naziv dokumenta;Prijedlog zakona o Javnom radiotelevizijskom sistemu Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=58138;Broj i datum Prijedloga zakona;02-02-1-1692/17, od 12.7.2017.;DP
http://parlament.ba/olaw/OLawDetails?lawId=58138;Predlagač;Martin Raguž,Ljilja Zovko,Zdenka Džambas,Bariša Čolak,Mario Karamatić;DP
http://parlament.ba/olaw/OLawDetails?lawId=58138;Postupak u DNPSBiH;Redovni;DP
http://parlament.ba/olaw/OLawDetails?lawId=58138;Nadležna komisija;Komisija za vanjsku i trgovinsku politiku, carine, saobraćaj i komunikacije;DP
http://parlament.ba/olaw/OLawDetails?lawId=58034;Naziv dokumenta;Prijedlog zakona o izmjeni i dopuni Zakona o ministarstvima i drugim organima uprave Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=58034;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=58034;Utvrđen na sjednici predlagača;105. sjednica, održana 13.6.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=58034;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-1610/17, od 4.7.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=58034;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-1610/17, od 4.7.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=58034;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=58034;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=58034;Status u DNPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=58034;Red. br. i datum sjednice - tačka dnevnog reda;33.,   8.11.2017. Ad. 2.;DP
http://parlament.ba/olaw/OLawDetails?lawId=58034;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=58034;Red. br. i datum sjednice - tačka dnevnog reda;52.,   20.9.2017. Ad. 4.;DP
http://parlament.ba/olaw/OLawDetails?lawId=58034;Konačni status u PSBiH;Donesen i objavljen;DP
http://parlament.ba/olaw/OLawDetails?lawId=58034;Naziv objavljenog dokumenta;Zakon o izmjeni i dopuni Zakona o ministarstvima i drugim organima uprave Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=57845;Naziv dokumenta;Prijedlog zakona o dopunama Krivičnog zakona Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=57845;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57845;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-1503/17, od 15.6.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57845;Predlagač u PDPSBiH;Denis Bećirović;PS
http://parlament.ba/olaw/OLawDetails?lawId=57845;Status u PDPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57845;Red. br. i datum sjednice - tačka dnevnog reda;52.,   20.9.2017. Ad. 6.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57845;Konačni status u PSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57845;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57845;Naziv dokumenta;Prijedlog zakona o dopunama Krivičnog zakona Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=57845;Broj i datum Prijedloga zakona;01-02-1-1503/17, od 15.6.2017.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57845;Predlagač;Denis Bećirović;DP
http://parlament.ba/olaw/OLawDetails?lawId=57845;Postupak u PDPSBiH;Redovni;DP
http://parlament.ba/olaw/OLawDetails?lawId=57845;Nadležna komisija;Ustavnopravna komisija;DP
http://parlament.ba/olaw/OLawDetails?lawId=57622;Naziv dokumenta;Prijedlog zakona o izmjenama Zakona o radu u institucijama Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=57622;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57622;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-1378/17, od 28.7.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57622;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-1378/17, od 31.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57622;Predlagač u DNPSBiH;Predstavnički dom;PS
http://parlament.ba/olaw/OLawDetails?lawId=57622;Predlagač u PDPSBiH;Maja Gasal - Vražalica;PS
http://parlament.ba/olaw/OLawDetails?lawId=57622;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57622;Red. br. i datum sjednice - tačka dnevnog reda;5.,   22.12.2017. Ad. 4.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57622;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57622;Red. br. i datum sjednice - tačka dnevnog reda;50.,   26.7.2017. Ad. 4.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57622;Konačni status u PSBiH;Donesen i objavljen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57622;Naziv objavljenog dokumenta;Zakon o izmjenama Zakona o radu u institucijama Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=57622;Broj i datum objavljenog dokumenta;01,02-02-1-1378/17, od 22.12.2017.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57621;Naziv dokumenta;Prijedlog zakona o izmjeni Zakona o državnoj službi u institucijama Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=57621;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57621;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-1377/17, od 19.9.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57621;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-1377/17, od 31.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57621;Predlagač u DNPSBiH;Predstavnički dom;PS
http://parlament.ba/olaw/OLawDetails?lawId=57621;Predlagač u PDPSBiH;Maja Gasal - Vražalica;PS
http://parlament.ba/olaw/OLawDetails?lawId=57621;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57621;Red. br. i datum sjednice - tačka dnevnog reda;5.,   22.12.2017. Ad. 3.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57621;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57621;Red. br. i datum sjednice - tačka dnevnog reda;51.,   7.9.2017.,  13.9.2017. Ad. 4.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57621;Konačni status u PSBiH;Donesen i objavljen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57621;Naziv objavljenog dokumenta;Zakon o izmjeni Zakona o državnoj službi u institucijama Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=57621;Broj i datum objavljenog dokumenta;01,02-02-1-1377/17, od 22.12.2017.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57614;Naziv dokumenta;Prijedlog zakona o izmjenama Zakona o osnovama sigurnosti saobraćaja na putevima u Bosni i Hercegovini;PS
http://parlament.ba/olaw/OLawDetails?lawId=57614;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57614;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-1374/17, od 28.7.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57614;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-1374/17, od 30.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57614;Predlagač u DNPSBiH;Predstavnički dom;PS
http://parlament.ba/olaw/OLawDetails?lawId=57614;Predlagač u PDPSBiH;Momčilo Novaković;PS
http://parlament.ba/olaw/OLawDetails?lawId=57614;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57614;Red. br. i datum sjednice - tačka dnevnog reda;5.,   22.12.2017. Ad. 7.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57614;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57614;Red. br. i datum sjednice - tačka dnevnog reda;56.,   31.1.2018. Ad. 11.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57614;Konačni status u PSBiH;Donesen i objavljen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57614;Naziv objavljenog dokumenta;Zakon o izmjenama Zakona o osnovama sigurnosti saobraćaja na putevima u Bosni i Hercegovini;DP
http://parlament.ba/olaw/OLawDetails?lawId=57614;Broj i datum objavljenog dokumenta;01,02-02-1-1374/17, od 31.1.2018.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57580;Naziv dokumenta;Prijedlog zakona o parlamentarnom nadzoru;PS
http://parlament.ba/olaw/OLawDetails?lawId=57580;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57580;Utvrđen na sjednici predlagača;5. sjednica, održana 4.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57580;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-1348/17, od 26.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57580;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-1348/17, od 26.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57580;Predlagač u DNPSBiH;Ognjen Tadić, Safet Softić, Ljilja Zovko;PS
http://parlament.ba/olaw/OLawDetails?lawId=57580;Predlagač u PDPSBiH;Borislav Bojić, Salko Sokolović, Predrag Kožul;PS
http://parlament.ba/olaw/OLawDetails?lawId=57580;Status u DNPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57580;Red. br. i datum sjednice - tačka dnevnog reda;37.,   21.3.2018.,  17.4.2018. Ad. 10.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57580;Status u PDPSBiH;Usvojen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57580;Red. br. i datum sjednice - tačka dnevnog reda;58.,   7.3.2018. Ad. 10.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57580;Konačni status u PSBiH;Donesen i objavljen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57580;Naziv objavljenog dokumenta;Zakon o parlamentarnom nadzoru;DP
http://parlament.ba/olaw/OLawDetails?lawId=57344;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Zakona o administrativnim taksama;PS
http://parlament.ba/olaw/OLawDetails?lawId=57344;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57344;Utvrđen na sjednici predlagača;96. sjednica, održana 28.3.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57344;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-1185/17, od 9.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57344;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-1185/17, od 9.5.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57344;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57344;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57344;Status u DNPSBiH;Obustavljen zakonodavni postupak;DP
http://parlament.ba/olaw/OLawDetails?lawId=57344;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=57344;Status u PDPSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57344;Red. br. i datum sjednice - tačka dnevnog reda;49.,   5.7.2017. Ad. 4.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57344;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57344;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57270;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=57270;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57270;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-1133/17, od 28.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57270;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-1133/17, od 25.7.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57270;Predlagač u DNPSBiH;Martin Raguž, Ljilja Zovko, Zdenka Džambas, Bariša Čolak, Mario Karamatić;PS
http://parlament.ba/olaw/OLawDetails?lawId=57270;Predlagač u PDPSBiH;Dom naroda;PS
http://parlament.ba/olaw/OLawDetails?lawId=57270;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57270;Red. br. i datum sjednice - tačka dnevnog reda;31.,   19.7.2017. Ad. 2.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57270;Status u PDPSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57270;Red. br. i datum sjednice - tačka dnevnog reda;55.,   21.12.2017.,  17.1.2018.,  31.1.2018. Ad. 2.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57270;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57270;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57270;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=57169;Naziv dokumenta;Prijedlog zakona o dopuni Izbornog zakona Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=57169;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57169;Broj i datum Prijedloga zakona u PDPSBiH;01-02-1-1074/17, od 21.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57169;Predlagač u PDPSBiH;Denis Bećirović;PS
http://parlament.ba/olaw/OLawDetails?lawId=57169;Status u PDPSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57169;Red. br. i datum sjednice - tačka dnevnog reda;52.,   20.9.2017. Ad. 5.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57169;Konačni status u PSBiH;Odbijen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57169;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57169;Naziv dokumenta;Prijedlog zakona o dopuni Izbornog zakona Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=57169;Broj i datum Prijedloga zakona;01-02-1-1074/17, od 21.4.2017.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57169;Predlagač;Denis Bećirović;DP
http://parlament.ba/olaw/OLawDetails?lawId=57169;Postupak u PDPSBiH;Redovni;DP
http://parlament.ba/olaw/OLawDetails?lawId=57169;Nadležna komisija;Ustavnopravna komisija;DP
http://parlament.ba/olaw/OLawDetails?lawId=57010;Naziv dokumenta;Prijedlog zakona o osiguranju depozita u bankama Bosne i Hercegovine;PS
http://parlament.ba/olaw/OLawDetails?lawId=57010;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57010;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-960/17, od 7.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57010;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-960/17, od 10.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57010;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57010;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57010;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57010;Red. br. i datum sjednice - tačka dnevnog reda;27.,   7.4.2017. Ad. 2.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57010;Status u PDPSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57010;Red. br. i datum sjednice - tačka dnevnog reda;46.,   31.5.2017. Ad. 5.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57010;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57010;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57010;Naziv dokumenta;Prijedlog zakona o osiguranju depozita u bankama Bosne i Hercegovine;DP
http://parlament.ba/olaw/OLawDetails?lawId=57009;Naziv dokumenta;Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na jedinstveni račun i raspodjeli prihoda;PS
http://parlament.ba/olaw/OLawDetails?lawId=57009;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57009;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-959/17, od 7.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57009;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-959/17, od 10.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57009;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57009;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57009;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57009;Red. br. i datum sjednice - tačka dnevnog reda;27.,   7.4.2017. Ad. 4.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57009;Status u PDPSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57009;Red. br. i datum sjednice - tačka dnevnog reda;45.,   10.5.2017. Ad. 7.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57009;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57009;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57009;Naziv dokumenta;Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na jedinstveni račun i raspodjeli prihoda;DP
http://parlament.ba/olaw/OLawDetails?lawId=57008;Naziv dokumenta;Prijedlog zakona o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini;PS
http://parlament.ba/olaw/OLawDetails?lawId=57008;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57008;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-958/17, od 7.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57008;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-958/17, od 10.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57008;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57008;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57008;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57008;Red. br. i datum sjednice - tačka dnevnog reda;27.,   7.4.2017. Ad. 3.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57008;Status u PDPSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57008;Red. br. i datum sjednice - tačka dnevnog reda;45.,   10.5.2017. Ad. 6.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57008;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57008;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57008;Naziv dokumenta;Prijedlog zakona o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini;DP
http://parlament.ba/olaw/OLawDetails?lawId=57007;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini;PS
http://parlament.ba/olaw/OLawDetails?lawId=57007;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=57007;Broj i datum Prijedloga zakona u DNPSBiH;02-02-1-957/17, od 7.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57007;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-957/17, od 10.4.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=57007;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57007;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=57007;Status u DNPSBiH;Usvojen;PS
http://parlament.ba/olaw/OLawDetails?lawId=57007;Red. br. i datum sjednice - tačka dnevnog reda;27.,   7.4.2017. Ad. 5.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57007;Status u PDPSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57007;Red. br. i datum sjednice - tačka dnevnog reda;45.,   10.5.2017. Ad. 5.;DP
http://parlament.ba/olaw/OLawDetails?lawId=57007;Konačni status u PSBiH;Odbijen;DP
http://parlament.ba/olaw/OLawDetails?lawId=57007;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=57007;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini;DP
http://parlament.ba/olaw/OLawDetails?lawId=56892;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini;PS
http://parlament.ba/olaw/OLawDetails?lawId=56892;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=56892;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-863/17, od 29.3.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=56892;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-863/17, od 29.3.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=56892;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=56892;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=56892;Status u DNPSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=56892;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=56892;Status u PDPSBiH;Povučen;DP
http://parlament.ba/olaw/OLawDetails?lawId=56892;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=56892;Konačni status u PSBiH;Povučen;DP
http://parlament.ba/olaw/OLawDetails?lawId=56892;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=56892;Naziv dokumenta;Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini;DP
http://parlament.ba/olaw/OLawDetails?lawId=56891;Naziv dokumenta;Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na jedinstveni račun i raspodjeli prihoda;PS
http://parlament.ba/olaw/OLawDetails?lawId=56891;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=56891;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-862/17, od 29.3.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=56891;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-862/17, od 29.3.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=56891;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=56891;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=56891;Status u DNPSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=56891;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=56891;Status u PDPSBiH;Povučen;DP
http://parlament.ba/olaw/OLawDetails?lawId=56891;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=56891;Konačni status u PSBiH;Povučen;DP
http://parlament.ba/olaw/OLawDetails?lawId=56891;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=56891;Naziv dokumenta;Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na jedinstveni račun i raspodjeli prihoda;DP
http://parlament.ba/olaw/OLawDetails?lawId=56890;Naziv dokumenta;Prijedlog zakona o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini;PS
http://parlament.ba/olaw/OLawDetails?lawId=56890;Saziv;VII. (2014. - 2018.);PS
http://parlament.ba/olaw/OLawDetails?lawId=56890;Broj i datum Prijedloga zakona u DNPSBiH;01,02-02-1-861/17, od 29.3.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=56890;Broj i datum Prijedloga zakona u PDPSBiH;01,02-02-1-861/17, od 29.3.2017.;PS
http://parlament.ba/olaw/OLawDetails?lawId=56890;Predlagač u DNPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=56890;Predlagač u PDPSBiH;Vijeće ministara BiH;PS
http://parlament.ba/olaw/OLawDetails?lawId=56890;Status u DNPSBiH;Povučen;PS
http://parlament.ba/olaw/OLawDetails?lawId=56890;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=56890;Status u PDPSBiH;Povučen;DP
http://parlament.ba/olaw/OLawDetails?lawId=56890;Red. br. i datum sjednice - tačka dnevnog reda;;DP
http://parlament.ba/olaw/OLawDetails?lawId=56890;Konačni status u PSBiH;Povučen;DP
http://parlament.ba/olaw/OLawDetails?lawId=56890;Saziv;VII. (2014. - 2018.);DP
http://parlament.ba/olaw/OLawDetails?lawId=56890;Naziv dokumenta;Prijedlog zakona o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini;DP
